crsCode,semester,profId
crsCode986363,semester848602,541497
crsCode830954,semester59170,853521
crsCode657451,semester135533,706953
crsCode310574,semester660782,592315
crsCode723531,semester876200,601302
crsCode711792,semester327135,751757
crsCode606105,semester744461,123375
crsCode927189,semester302807,650508
crsCode324402,semester875142,220821
crsCode673470,semester106883,655598
crsCode623263,semester79981,60408
crsCode547622,semester335648,908690
crsCode713265,semester455401,18164
crsCode909944,semester816973,200160
crsCode599889,semester225515,78991
crsCode948080,semester118344,541590
crsCode1296,semester298147,535294
crsCode324622,semester818625,964235
crsCode886670,semester324072,273021
crsCode881237,semester159325,319889
crsCode738159,semester368442,921156
crsCode204853,semester842403,978646
crsCode945586,semester2472,606655
crsCode598808,semester737781,739926
crsCode300757,semester175434,498270
crsCode382954,semester331020,962404
crsCode874975,semester787869,789247
crsCode774388,semester712082,383361
crsCode747618,semester673312,115769
crsCode350625,semester873504,590529
crsCode550301,semester588822,423054
crsCode162431,semester198952,214789
crsCode479139,semester392955,757401
crsCode775096,semester850276,761479
crsCode803174,semester844305,61198
crsCode475239,semester948867,42873
crsCode715738,semester253863,326237
crsCode420024,semester428980,187025
crsCode317874,semester626211,576489
crsCode910762,semester438796,718545
crsCode653625,semester149566,244290
crsCode834563,semester754970,190796
crsCode770802,semester782472,565784
crsCode431548,semester407090,985364
crsCode649822,semester888196,652682
crsCode52906,semester994562,595375
crsCode505109,semester972435,71050
crsCode77671,semester570734,893164
crsCode88403,semester56487,351820
crsCode482418,semester596498,122947
crsCode331082,semester394172,194279
crsCode508810,semester832359,246007
crsCode461942,semester929305,888074
crsCode33056,semester225246,139736
crsCode433909,semester825161,445248
crsCode919934,semester795261,783065
crsCode638175,semester990226,367458
crsCode26778,semester823426,466552
crsCode791648,semester764514,175365
crsCode949024,semester186474,220031
crsCode610508,semester409070,238471
crsCode347550,semester26897,414808
crsCode253264,semester778237,59462
crsCode882060,semester409610,839905
crsCode388042,semester982695,577550
crsCode724604,semester938481,18296
crsCode838362,semester229675,921354
crsCode79596,semester266692,440325
crsCode539393,semester960504,91598
crsCode82630,semester897809,666535
crsCode459181,semester787398,321617
crsCode588026,semester254921,292054
crsCode887260,semester179414,210244
crsCode883656,semester110842,180625
crsCode809632,semester976639,715020
crsCode231661,semester21250,887023
crsCode899143,semester331732,912643
crsCode710247,semester960330,358940
crsCode441109,semester228944,159099
crsCode351349,semester799375,550532
crsCode465235,semester385243,6336
crsCode228147,semester870727,974271
crsCode875703,semester166019,154495
crsCode977942,semester623858,765031
crsCode839638,semester918795,763537
crsCode510704,semester953432,599527
crsCode836922,semester286501,184844
crsCode616269,semester375559,463948
crsCode616563,semester688001,149388
crsCode472883,semester724623,327692
crsCode490729,semester194320,553181
crsCode5903,semester534326,584866
crsCode291142,semester5910,367749
crsCode218618,semester78986,446300
crsCode760396,semester619707,181717
crsCode370754,semester853525,482058
crsCode230455,semester160298,854869
crsCode989417,semester760376,46671
crsCode166474,semester796217,449402
crsCode329818,semester127880,167316
crsCode183893,semester133157,622032
crsCode449686,semester221887,979632
crsCode761849,semester188538,297831
crsCode282677,semester677441,687530
crsCode246937,semester416652,343599
crsCode849695,semester181508,967470
crsCode432534,semester793301,374194
crsCode286384,semester681108,942034
crsCode338171,semester889070,690157
crsCode398713,semester891447,733125
crsCode673069,semester588628,963940
crsCode913376,semester836101,885764
crsCode845549,semester596321,650714
crsCode937114,semester330145,890934
crsCode999629,semester957739,429266
crsCode577935,semester646730,97381
crsCode441153,semester490290,452077
crsCode206960,semester260215,116880
crsCode394860,semester372582,124987
crsCode850644,semester809452,691146
crsCode600485,semester368245,486109
crsCode89135,semester570662,463849
crsCode908171,semester691499,37934
crsCode57288,semester771934,918809
crsCode924651,semester984209,260859
crsCode825733,semester150587,630574
crsCode276109,semester879703,182388
crsCode364631,semester299633,140307
crsCode815014,semester660977,671318
crsCode877203,semester62826,448272
crsCode72036,semester163259,549014
crsCode916342,semester910952,475543
crsCode9981,semester856659,439886
crsCode471490,semester828773,858300
crsCode680123,semester217611,870665
crsCode958202,semester463768,941844
crsCode776700,semester916678,886902
crsCode476757,semester461302,213805
crsCode699192,semester254472,112040
crsCode401875,semester59775,557402
crsCode587922,semester194946,11026
crsCode732857,semester338936,209813
crsCode452779,semester136177,16148
crsCode448784,semester809984,173934
crsCode911834,semester878159,679918
crsCode610124,semester692062,144644
crsCode896688,semester868280,47407
crsCode468274,semester981527,654583
crsCode111271,semester952309,24612
crsCode432241,semester859457,115325
crsCode925970,semester102231,955920
crsCode791022,semester367890,528528
crsCode655514,semester633424,406324
crsCode736534,semester166694,357596
crsCode579912,semester347955,131085
crsCode259071,semester154868,461077
crsCode342411,semester527433,648046
crsCode226865,semester834098,377074
crsCode497167,semester217765,808096
crsCode348103,semester349101,45443
crsCode337336,semester747625,535066
crsCode622890,semester902901,9809
crsCode765123,semester779804,329715
crsCode470935,semester931200,310197
crsCode709161,semester243280,105942
crsCode547140,semester938073,594166
crsCode276146,semester23911,60967
crsCode460215,semester678393,650448
crsCode548439,semester896395,840612
crsCode83717,semester568813,77312
crsCode817807,semester999768,13190
crsCode863911,semester610386,533949
crsCode124476,semester224779,868766
crsCode426790,semester338330,669952
crsCode882152,semester891210,287616
crsCode508857,semester255914,309017
crsCode518184,semester505082,474694
crsCode696983,semester565866,871050
crsCode506448,semester390091,715613
crsCode154010,semester979754,737544
crsCode334155,semester771568,625131
crsCode136863,semester310008,792309
crsCode673587,semester107165,411974
crsCode669384,semester683197,683789
crsCode909704,semester635788,503855
crsCode92704,semester733952,869465
crsCode614570,semester358239,28337
crsCode634396,semester28657,625247
crsCode740914,semester155622,269844
crsCode57200,semester349708,243288
crsCode169465,semester108242,817371
crsCode813905,semester711991,678903
crsCode215118,semester721713,786795
crsCode978997,semester391237,893617
crsCode710820,semester235759,120148
crsCode617689,semester59994,468096
crsCode102802,semester706241,786656
crsCode417377,semester265286,940935
crsCode413137,semester112620,774045
crsCode156682,semester449356,107860
crsCode854985,semester470454,650753
crsCode561913,semester623702,375905
crsCode968236,semester687344,438278
crsCode868802,semester613022,76973
crsCode93394,semester157052,918093
crsCode597649,semester477224,863136
crsCode661146,semester165895,969165
crsCode608740,semester871443,507069
crsCode411465,semester535294,818900
crsCode508831,semester533579,853738
crsCode243451,semester313638,370994
crsCode339102,semester965811,689321
crsCode190573,semester74409,122605
crsCode745038,semester961920,747671
crsCode781744,semester627905,685150
crsCode150514,semester517549,767176
crsCode544362,semester782347,254270
crsCode140102,semester569262,176736
crsCode547095,semester800693,74909
crsCode685778,semester236253,869395
crsCode147936,semester391435,224544
crsCode883899,semester599098,490256
crsCode330130,semester83989,11808
crsCode792256,semester965494,475820
crsCode376517,semester632460,454449
crsCode422916,semester520496,144570
crsCode923494,semester701176,207895
crsCode684417,semester112029,774371
crsCode727442,semester534098,350146
crsCode906076,semester594077,587035
crsCode531264,semester68571,679603
crsCode338127,semester797246,464491
crsCode290138,semester545062,456526
crsCode900674,semester756588,518339
crsCode564560,semester657817,339409
crsCode303446,semester289486,202435
crsCode283436,semester522259,490742
crsCode975655,semester494664,62655
crsCode533129,semester786127,797622
crsCode269348,semester704473,854304
crsCode354441,semester669117,367184
crsCode329868,semester35671,330840
crsCode806843,semester550135,663374
crsCode81932,semester538846,164728
crsCode430662,semester32966,881203
crsCode542517,semester270064,237403
crsCode367484,semester154488,180405
crsCode799829,semester813726,571856
crsCode863170,semester446242,792240
crsCode109845,semester205758,958478
crsCode284563,semester639982,257943
crsCode556483,semester988471,325769
crsCode756960,semester27123,949557
crsCode377256,semester808907,725789
crsCode142341,semester412640,220428
crsCode781940,semester737939,1530
crsCode35001,semester137415,387487
crsCode56082,semester305745,606671
crsCode290658,semester831572,751776
crsCode534623,semester936519,720878
crsCode717432,semester469655,107053
crsCode945690,semester957947,503335
crsCode5196,semester679472,326518
crsCode9981,semester37858,484973
crsCode775300,semester854930,794252
crsCode78604,semester529477,43681
crsCode518431,semester495635,2938
crsCode634978,semester673256,381583
crsCode880925,semester312975,356096
crsCode737474,semester448263,552412
crsCode463681,semester214229,802602
crsCode376403,semester689318,571704
crsCode179488,semester693014,115256
crsCode792755,semester251543,48405
crsCode32179,semester29667,158825
crsCode329538,semester900711,622213
crsCode235642,semester220564,179748
crsCode878820,semester595467,386815
crsCode560744,semester260744,946949
crsCode503525,semester438479,991142
crsCode991083,semester301494,58911
crsCode369531,semester322190,247611
crsCode802287,semester461751,445666
crsCode261468,semester530102,451525
crsCode524524,semester616410,39558
crsCode524837,semester291692,215267
crsCode6179,semester890722,712218
crsCode374555,semester276828,872165
crsCode138379,semester534919,495573
crsCode612577,semester990762,324609
crsCode267292,semester816508,933471
crsCode555569,semester349338,759882
crsCode935122,semester468906,578210
crsCode781656,semester94863,348414
crsCode505843,semester204471,678312
crsCode389924,semester628587,459639
crsCode589499,semester790873,775417
crsCode556326,semester581867,22681
crsCode283397,semester669563,954524
crsCode643704,semester16983,871690
crsCode178921,semester193112,738916
crsCode754804,semester745532,855044
crsCode429449,semester638175,150136
crsCode788743,semester733201,177262
crsCode383919,semester906568,392739
crsCode100210,semester487423,82132
crsCode689768,semester685678,339025
crsCode80390,semester931749,125001
crsCode938639,semester210180,459953
crsCode140665,semester726947,348134
crsCode109265,semester236377,270513
crsCode711894,semester253044,141168
crsCode48037,semester873120,28832
crsCode404189,semester563873,66091
crsCode408173,semester624582,571112
crsCode522525,semester958115,131643
crsCode905677,semester593415,641539
crsCode905545,semester730417,148286
crsCode29625,semester625085,961565
crsCode429686,semester228442,711241
crsCode476860,semester25142,650022
crsCode707756,semester828447,664558
crsCode237601,semester466675,182235
crsCode528943,semester998768,992654
crsCode880498,semester484513,546945
crsCode63592,semester744133,555053
crsCode233081,semester585277,8861
crsCode441041,semester826669,456976
crsCode510858,semester381417,241604
crsCode281240,semester645593,293703
crsCode595700,semester946139,428085
crsCode604456,semester448176,189211
crsCode228751,semester141759,717882
crsCode862355,semester950446,52554
crsCode92913,semester138150,131908
crsCode406437,semester946359,231684
crsCode36932,semester186593,497496
crsCode965539,semester209153,668680
crsCode332513,semester965856,16639
crsCode899275,semester793094,838581
crsCode204525,semester328183,597658
crsCode531518,semester576497,889890
crsCode663422,semester786911,97621
crsCode958892,semester478823,478791
crsCode963737,semester242578,674035
crsCode35848,semester870873,744383
crsCode431126,semester11806,280954
crsCode609444,semester410456,767349
crsCode565575,semester850121,141726
crsCode763779,semester561346,566230
crsCode477147,semester31400,890008
crsCode768894,semester723850,257971
crsCode397343,semester896440,383227
crsCode197436,semester392313,461545
crsCode624102,semester861545,840132
crsCode934135,semester703950,330981
crsCode90483,semester220894,742099
crsCode651920,semester903175,452525
crsCode279799,semester38874,661714
crsCode260136,semester736787,611193
crsCode345497,semester461018,273568
crsCode638007,semester214891,347994
crsCode277456,semester766148,408662
crsCode464321,semester909921,274892
crsCode475823,semester53320,517548
crsCode486484,semester489645,406185
crsCode397100,semester985326,964065
crsCode86485,semester401404,601473
crsCode7997,semester910874,285517
crsCode828649,semester66634,119996
crsCode818543,semester722846,157389
crsCode50238,semester657825,122926
crsCode117002,semester451817,541891
crsCode459273,semester458406,132377
crsCode677198,semester690321,98970
crsCode45621,semester114125,430645
crsCode701443,semester659786,782698
crsCode636612,semester952937,48671
crsCode354605,semester471865,272618
crsCode272876,semester411490,169033
crsCode288987,semester514945,584999
crsCode232158,semester771774,583019
crsCode659189,semester376688,125168
crsCode431047,semester391811,378884
crsCode605247,semester958287,50717
crsCode133473,semester834172,255964
crsCode418148,semester648675,310213
crsCode921434,semester520552,70957
crsCode682854,semester952079,458160
crsCode348582,semester108822,606655
crsCode803498,semester318528,452348
crsCode32352,semester921686,30973
crsCode197639,semester334886,863939
crsCode336483,semester148990,855521
crsCode356165,semester520176,336277
crsCode877883,semester38217,340741
crsCode253120,semester275423,930302
crsCode22096,semester821957,199449
crsCode884805,semester379025,597381
crsCode904893,semester817275,665130
crsCode571855,semester756381,28031
crsCode240325,semester275258,810684
crsCode862992,semester622882,540393
crsCode237215,semester270767,705315
crsCode578464,semester371607,65514
crsCode428130,semester647746,383789
crsCode63995,semester813392,420395
crsCode197849,semester437138,156638
crsCode577477,semester854070,167907
crsCode583848,semester483789,884429
crsCode488080,semester732266,619286
crsCode334840,semester223748,731300
crsCode259085,semester172246,921645
crsCode584830,semester502189,901563
crsCode66788,semester627365,674291
crsCode123166,semester581885,477524
crsCode356105,semester619038,794261
crsCode274636,semester46857,660588
crsCode600432,semester934228,882501
crsCode257712,semester959251,500597
crsCode485958,semester365316,84565
crsCode441442,semester536951,268936
crsCode315723,semester708145,14765
crsCode218880,semester782368,201828
crsCode75808,semester333160,452670
crsCode620096,semester921455,486634
crsCode44833,semester83336,552818
crsCode662055,semester912584,981731
crsCode233496,semester969620,645057
crsCode201781,semester156964,263214
crsCode856747,semester965006,576347
crsCode608673,semester150881,350059
crsCode456472,semester957911,236828
crsCode353045,semester550070,987805
crsCode729571,semester714246,157078
crsCode71518,semester301172,385627
crsCode118668,semester158661,5600
crsCode901212,semester299210,638300
crsCode750753,semester926932,961708
crsCode457635,semester676296,116390
crsCode276445,semester81629,669364
crsCode108913,semester570852,165228
crsCode108428,semester217677,213922
crsCode581269,semester878736,361943
crsCode293256,semester955512,900262
crsCode248083,semester861191,916117
crsCode243568,semester141583,5131
crsCode522764,semester502753,241427
crsCode335999,semester350930,632819
crsCode526660,semester788499,946835
crsCode817077,semester157598,851932
crsCode419028,semester585596,102422
crsCode329446,semester442019,134961
crsCode983207,semester864883,319052
crsCode748373,semester774800,870227
crsCode772108,semester118802,289197
crsCode894590,semester624126,529071
crsCode15096,semester763579,881907
crsCode304347,semester160803,482365
crsCode456728,semester428502,327489
crsCode84090,semester636845,528888
crsCode571999,semester180287,587067
crsCode755381,semester685677,871389
crsCode294213,semester778982,304719
crsCode164504,semester636161,985329
crsCode259540,semester2005,534390
crsCode143770,semester27958,335602
crsCode241850,semester631070,475262
crsCode996916,semester914993,645993
crsCode547115,semester708272,943480
crsCode372426,semester697837,36430
crsCode194558,semester490625,489963
crsCode633255,semester636640,255516
crsCode101221,semester282592,274198
crsCode299858,semester890431,450748
crsCode393380,semester104909,695486
crsCode257788,semester495177,103880
crsCode446818,semester482226,938150
crsCode599036,semester171916,335414
crsCode569589,semester682594,434465
crsCode227740,semester452863,190264
crsCode909126,semester373288,846186
crsCode430274,semester137915,326584
crsCode819891,semester346582,369862
crsCode796500,semester478102,108697
crsCode491855,semester169374,687831
crsCode450323,semester218421,815812
crsCode99338,semester528673,626216
crsCode665924,semester967078,4998
crsCode569216,semester97666,474125
crsCode972871,semester890295,571227
crsCode187202,semester445160,690016
crsCode172168,semester393590,285246
crsCode112095,semester55670,574191
crsCode341810,semester733256,381220
crsCode515618,semester267376,173198
crsCode871144,semester58749,821213
crsCode81078,semester699341,489899
crsCode233763,semester657298,854074
crsCode638868,semester442281,283725
crsCode19467,semester709963,792508
crsCode326240,semester422438,692317
crsCode924091,semester298453,527393
crsCode254103,semester542236,158623
crsCode435411,semester905936,940733
crsCode161688,semester708529,608410
crsCode728872,semester826623,144164
crsCode58126,semester426555,328121
crsCode428185,semester840444,512939
crsCode958202,semester556804,732673
crsCode417642,semester541024,684838
crsCode469522,semester804108,738097
crsCode224114,semester973067,884149
crsCode940914,semester939873,91472
crsCode317890,semester824577,367986
crsCode565068,semester98745,421017
crsCode397803,semester732268,534521
crsCode35393,semester109072,502918
crsCode26961,semester106524,915286
crsCode579780,semester190399,608575
crsCode123861,semester577728,976985
crsCode172002,semester175963,62874
crsCode898623,semester588270,742678
crsCode284157,semester727993,358432
crsCode315234,semester901893,520672
crsCode39982,semester48051,217385
crsCode501378,semester705584,501801
crsCode203245,semester317905,425146
crsCode708620,semester208221,844219
crsCode485293,semester189670,448573
crsCode831352,semester60013,632371
crsCode440973,semester170698,120102
crsCode628086,semester587825,483610
crsCode51447,semester198914,108672
crsCode623684,semester522997,623320
crsCode102015,semester875893,394558
crsCode63157,semester847927,688613
crsCode842043,semester18513,602112
crsCode996537,semester509944,311895
crsCode90680,semester779062,125378
crsCode886942,semester741403,302201
crsCode892587,semester900666,990777
crsCode480779,semester553910,105076
crsCode469335,semester546618,639880
crsCode778301,semester923395,758246
crsCode359870,semester510714,594834
crsCode997056,semester315803,644877
crsCode17567,semester756160,332106
crsCode368478,semester648243,515802
crsCode601233,semester538372,369800
crsCode744658,semester596080,731821
crsCode547674,semester169289,826877
crsCode130306,semester514519,796241
crsCode339104,semester208387,335356
crsCode440857,semester806260,582638
crsCode423919,semester66534,522666
crsCode460410,semester31272,866420
crsCode212972,semester10801,875709
crsCode25643,semester6225,630275
crsCode254762,semester303908,700399
crsCode897187,semester122990,829104
crsCode764776,semester158876,226590
crsCode310898,semester825138,956645
crsCode322968,semester680030,121055
crsCode595190,semester953708,14400
crsCode884735,semester877822,672730
crsCode133593,semester949881,317067
crsCode70313,semester319399,190395
crsCode523815,semester234850,61050
crsCode191591,semester887423,196686
crsCode119430,semester304535,574246
crsCode628879,semester522651,313220
crsCode2099,semester999220,770670
crsCode774853,semester198608,582843
crsCode488149,semester815228,778343
crsCode275927,semester283913,979597
crsCode254758,semester638832,821057
crsCode349465,semester199533,360555
crsCode96679,semester976694,935171
crsCode461417,semester57287,122943
crsCode213959,semester624886,797953
crsCode985936,semester522231,246699
crsCode933588,semester212639,71468
crsCode761906,semester914395,863231
crsCode830778,semester633272,437466
crsCode491178,semester935157,119833
crsCode85308,semester886134,464807
crsCode935809,semester272265,297003
crsCode594954,semester744041,915967
crsCode913392,semester981806,992033
crsCode538989,semester230039,752144
crsCode525081,semester65670,392322
crsCode353525,semester734971,562048
crsCode373394,semester952236,758394
crsCode171715,semester283726,562028
crsCode104245,semester390144,839589
crsCode399819,semester474889,358738
crsCode420678,semester163224,835953
crsCode200988,semester848205,529636
crsCode64418,semester746063,223558
crsCode644284,semester683997,967487
crsCode564155,semester13300,108287
crsCode401082,semester923975,57234
crsCode714526,semester821380,574258
crsCode890572,semester227090,748469
crsCode346994,semester433218,425533
crsCode801889,semester263133,664167
crsCode781501,semester226837,23545
crsCode8228,semester792609,745462
crsCode669998,semester673592,132110
crsCode326063,semester236222,540624
crsCode70317,semester491691,880547
crsCode114845,semester474241,525595
crsCode349287,semester171814,645510
crsCode402123,semester200787,707078
crsCode292621,semester330704,57384
crsCode964911,semester334448,710855
crsCode984833,semester796973,79004
crsCode912475,semester606175,711216
crsCode79628,semester869504,822616
crsCode269308,semester962583,724260
crsCode105978,semester22820,148874
crsCode630542,semester576814,392255
crsCode720108,semester354130,232902
crsCode770904,semester384722,76933
crsCode150191,semester470994,252398
crsCode826923,semester492396,690018
crsCode280252,semester817740,597175
crsCode431598,semester331029,136372
crsCode782544,semester168010,995850
crsCode260078,semester139486,770520
crsCode655685,semester750089,120419
crsCode835111,semester943731,437663
crsCode91806,semester856943,399150
crsCode548172,semester142581,761421
crsCode104893,semester857615,877118
crsCode48149,semester326401,815287
crsCode782933,semester379276,305464
crsCode803957,semester458373,329293
crsCode605939,semester830777,320855
crsCode58095,semester619616,406242
crsCode788440,semester950999,268231
crsCode66171,semester612766,738020
crsCode612296,semester19206,60248
crsCode398182,semester319392,284827
crsCode143141,semester77643,150482
crsCode708676,semester658234,621792
crsCode291127,semester491461,645711
crsCode529121,semester825097,599515
crsCode2394,semester808552,339335
crsCode766310,semester813020,943937
crsCode989001,semester175974,392831
crsCode169277,semester444411,546512
crsCode234041,semester613329,749206
crsCode226425,semester609602,634386
crsCode374257,semester283046,820688
crsCode461810,semester510461,238329
crsCode29479,semester918600,715959
crsCode672954,semester992761,919021
crsCode88596,semester842334,851796
crsCode854705,semester294940,541855
crsCode28955,semester528785,410720
crsCode367815,semester108566,311148
crsCode700831,semester149680,581482
crsCode586440,semester823281,442476
crsCode812038,semester926505,438455
crsCode198491,semester654348,949011
crsCode253162,semester81623,445920
crsCode440114,semester903566,400942
crsCode621520,semester847146,50302
crsCode816329,semester863520,343245
crsCode555427,semester373395,517472
crsCode583283,semester89978,842332
crsCode367052,semester758533,928418
crsCode975289,semester30146,368051
crsCode49193,semester512694,126653
crsCode546817,semester992,880547
crsCode702078,semester925475,196558
crsCode653795,semester711679,744586
crsCode123961,semester692822,585707
crsCode804081,semester408399,680877
crsCode279942,semester903229,51660
crsCode270189,semester667265,426491
crsCode48477,semester798172,318979
crsCode719999,semester185392,655878
crsCode386775,semester202813,20840
crsCode415323,semester520648,266471
crsCode727714,semester240959,531880
crsCode405791,semester391741,568998
crsCode223009,semester889023,558200
crsCode499532,semester968445,41637
crsCode386589,semester406823,51317
crsCode425733,semester239082,210244
crsCode658268,semester719858,90226
crsCode802141,semester99908,340224
crsCode914245,semester212336,934131
crsCode123126,semester220961,348524
crsCode754304,semester113199,239895
crsCode702877,semester366062,297454
crsCode443136,semester401305,591872
crsCode869489,semester600603,676971
crsCode461537,semester728428,913841
crsCode987342,semester1430,122146
crsCode500278,semester695328,589125
crsCode429506,semester521178,386236
crsCode625844,semester643686,493534
crsCode183835,semester510049,743675
crsCode397874,semester746689,564171
crsCode688211,semester308668,424525
crsCode339718,semester296756,172142
crsCode446776,semester328875,722848
crsCode411400,semester634575,755648
crsCode759385,semester570482,202279
crsCode403604,semester152562,169081
crsCode582858,semester374537,825036
crsCode663434,semester62265,783386
crsCode344809,semester365464,500337
crsCode767207,semester479503,571358
crsCode917954,semester60785,437168
crsCode64765,semester213091,7798
crsCode374943,semester449575,556725
crsCode540270,semester611068,415918
crsCode564462,semester828670,400046
crsCode567997,semester594406,613294
crsCode724724,semester340814,478871
crsCode628015,semester982650,502499
crsCode372384,semester313112,893779
crsCode843093,semester91438,706293
crsCode679802,semester991527,936177
crsCode824174,semester628358,343581
crsCode476983,semester426425,654437
crsCode347025,semester99191,184242
crsCode412657,semester933069,54609
crsCode449917,semester391979,737896
crsCode695783,semester353298,7797
crsCode155175,semester511148,332184
crsCode437177,semester524115,950371
crsCode356795,semester728620,152129
crsCode647059,semester883221,490777
crsCode185960,semester634981,926668
crsCode132589,semester617240,41721
crsCode775003,semester382804,223022
crsCode645606,semester852629,981866
crsCode913488,semester993796,136156
crsCode348595,semester55422,933212
crsCode307807,semester77669,846583
crsCode901283,semester883408,948994
crsCode295727,semester725940,970930
crsCode530442,semester261505,756025
crsCode711488,semester674594,547843
crsCode17811,semester602069,674688
crsCode780026,semester392453,164909
crsCode407717,semester781419,369548
crsCode879352,semester632961,576789
crsCode988932,semester277073,788289
crsCode300101,semester638020,692053
crsCode71461,semester910076,184285
crsCode229488,semester402918,684686
crsCode230674,semester795472,55945
crsCode609112,semester590931,826961
crsCode152727,semester228979,814679
crsCode349492,semester108611,831166
crsCode106476,semester991222,560106
crsCode184888,semester39580,907195
crsCode290386,semester369221,323636
crsCode5074,semester43837,152835
crsCode738506,semester53848,3218
crsCode533168,semester345627,590227
crsCode535410,semester562621,12944
crsCode667329,semester686775,5005
crsCode872626,semester424252,958863
crsCode852156,semester501223,561903
crsCode226953,semester376753,291032
crsCode16283,semester846756,359441
crsCode461797,semester773568,95582
crsCode214246,semester73138,189687
crsCode97544,semester364317,820097
crsCode95918,semester104106,110065
crsCode195731,semester963425,936740
crsCode198248,semester604957,35182
crsCode790323,semester217151,566519
crsCode908554,semester961949,217932
crsCode850017,semester423595,706918
crsCode544570,semester345039,447747
crsCode806414,semester710326,336277
crsCode190042,semester283100,918932
crsCode431897,semester289069,479018
crsCode731800,semester936676,390131
crsCode865242,semester954317,173354
crsCode80729,semester984332,597236
crsCode20618,semester976078,624474
crsCode88120,semester323389,230615
crsCode987045,semester806942,259337
crsCode712796,semester509179,938048
crsCode58075,semester618374,784605
crsCode928040,semester656235,912844
crsCode774775,semester172570,709353
crsCode84836,semester632860,985640
crsCode919104,semester385775,722980
crsCode106743,semester974849,650202
crsCode510532,semester69933,835769
crsCode892811,semester647395,239204
crsCode512051,semester430081,240329
crsCode6034,semester891709,847437
crsCode491855,semester734470,215514
crsCode633179,semester783365,35614
crsCode532671,semester855268,717452
crsCode945289,semester131162,607280
crsCode483891,semester481341,378254
crsCode661273,semester554071,62212
crsCode996680,semester5800,185365
crsCode369622,semester301886,640295
crsCode721592,semester779158,478112
crsCode782607,semester411208,938552
crsCode164352,semester688216,338153
crsCode282582,semester8643,66958
crsCode950258,semester551466,25810
crsCode160021,semester116677,400600
crsCode422875,semester87221,595983
crsCode250522,semester164780,484162
crsCode278828,semester602990,112985
crsCode216666,semester818288,617096
crsCode576294,semester8391,997646
crsCode679888,semester474478,966433
crsCode660178,semester109779,927410
crsCode139309,semester383109,137760
crsCode768810,semester405589,387724
crsCode987198,semester590945,629525
crsCode256687,semester577941,679425
crsCode525576,semester272146,318623
crsCode59820,semester148669,892226
crsCode668358,semester261258,698371
crsCode873170,semester757528,795465
crsCode207234,semester658905,758286
crsCode627578,semester528743,924498
crsCode489511,semester545870,193772
crsCode393637,semester268725,884258
crsCode734779,semester751756,820091
crsCode749419,semester692571,445556
crsCode777872,semester929277,76608
crsCode694293,semester538651,981866
crsCode795845,semester946989,375211
crsCode124101,semester687867,3901
crsCode923759,semester328576,825237
crsCode697719,semester694360,79538
crsCode535195,semester190152,189957
crsCode642879,semester180819,527166
crsCode123884,semester529896,41748
crsCode990413,semester964479,953321
crsCode574133,semester503830,266453
crsCode343641,semester457428,584288
crsCode381256,semester86685,355335
crsCode434851,semester687981,889370
crsCode632587,semester145912,890430
crsCode465114,semester182376,564910
crsCode853838,semester231336,704745
crsCode69599,semester398765,264099
crsCode312542,semester953237,296842
crsCode669048,semester391527,495336
crsCode934330,semester373222,730766
crsCode662716,semester717378,112153
crsCode864446,semester957082,574221
crsCode857786,semester995503,498824
crsCode64697,semester431314,340943
crsCode886032,semester96650,326862
crsCode602798,semester478996,955624
crsCode478321,semester302053,206630
crsCode676178,semester78512,107632
crsCode734728,semester182304,267583
crsCode226992,semester282923,94104
crsCode640324,semester17098,601590
crsCode74003,semester499954,847455
crsCode338802,semester685990,850338
crsCode631137,semester132865,715533
crsCode473611,semester671011,222787
crsCode31499,semester38936,676991
crsCode922067,semester803742,581631
crsCode888783,semester702450,419062
crsCode952879,semester764022,772546
crsCode360320,semester288880,527280
crsCode549801,semester969042,528973
crsCode359797,semester878726,903811
crsCode754629,semester46573,164408
crsCode359500,semester305839,261481
crsCode78492,semester269836,344414
crsCode258887,semester464962,219825
crsCode213122,semester737205,242937
crsCode990378,semester12259,247231
crsCode991417,semester241476,656595
crsCode318735,semester118252,301420
crsCode650676,semester827386,351031
crsCode464776,semester801357,152421
crsCode841753,semester173803,694987
crsCode219948,semester600501,168500
crsCode976030,semester729295,615767
crsCode953616,semester291174,511311
crsCode15409,semester106225,289197
crsCode113323,semester395303,878783
crsCode828403,semester376535,282637
crsCode479663,semester14157,936306
crsCode471931,semester920408,54401
crsCode505285,semester414528,782573
crsCode250460,semester692464,45842
crsCode802659,semester2549,568980
crsCode609217,semester94947,19036
crsCode405471,semester264598,496413
crsCode89895,semester239621,600181
crsCode934504,semester644456,826710
crsCode233714,semester846935,330416
crsCode979955,semester941903,126319
crsCode280271,semester741923,46941
crsCode101258,semester641489,420683
crsCode224117,semester486304,360733
crsCode226396,semester5895,223682
crsCode789891,semester358185,852064
crsCode669866,semester353784,414409
crsCode382416,semester290786,319279
crsCode522144,semester424979,612152
crsCode724787,semester903588,170907
crsCode341256,semester909308,437721
crsCode748740,semester560059,449799
crsCode297581,semester974592,391946
crsCode492598,semester614160,718222
crsCode978105,semester19681,772599
crsCode789614,semester167698,393250
crsCode926563,semester727853,498058
crsCode806975,semester722640,742238
crsCode558824,semester295093,919955
crsCode654323,semester539982,814591
crsCode77407,semester75927,517392
crsCode633382,semester753081,303619
crsCode172509,semester37004,427031
