id,name,deptId
531331,name75051,deptId986801
601527,name512899,deptId648418
362700,name386124,deptId112994
610401,name542867,deptId366942
990389,name908746,deptId661116
903809,name525637,deptId315015
172996,name973267,deptId156693
888360,name765488,deptId996222
348677,name206860,deptId724333
920431,name450368,deptId728521
956910,name715072,deptId239591
291169,name669747,deptId302623
238533,name22913,deptId453411
103369,name155818,deptId916519
762534,name17363,deptId215273
534501,name858981,deptId466980
145098,name126437,deptId18577
49901,name354497,deptId298491
142023,name36060,deptId321495
538027,name835361,deptId903282
259482,name146529,deptId757210
152543,name994396,deptId994315
131740,name172996,deptId471703
720337,name258487,deptId559217
847338,name694770,deptId56045
132185,name264578,deptId233980
660074,name944021,deptId384916
197352,name487569,deptId195153
849734,name246160,deptId286961
292311,name413933,deptId776845
574486,name979062,deptId788273
220721,name728956,deptId217294
701837,name676958,deptId438111
376443,name140275,deptId328257
751598,name269788,deptId684364
402927,name861341,deptId274239
823965,name92506,deptId878873
851435,name840773,deptId953199
358601,name998179,deptId377552
867270,name839983,deptId484052
949033,name831907,deptId899274
799962,name252529,deptId625194
440936,name615704,deptId43071
263392,name194810,deptId356486
821426,name552670,deptId641777
489711,name638055,deptId284751
266405,name262658,deptId950800
648616,name184135,deptId787452
234895,name686922,deptId947673
367088,name69779,deptId48779
321571,name374839,deptId232437
164521,name445280,deptId981536
175811,name978562,deptId363238
697678,name941237,deptId924999
54636,name418044,deptId994951
432719,name548349,deptId602465
351351,name968968,deptId661304
780335,name809629,deptId561864
833985,name471541,deptId305570
170340,name530142,deptId848339
112564,name53870,deptId262482
138556,name873195,deptId913546
82111,name439146,deptId175744
538324,name106849,deptId634097
438010,name1810,deptId631819
193176,name109885,deptId680530
320928,name652302,deptId979544
862319,name546219,deptId783162
353578,name776882,deptId887900
446192,name203697,deptId721300
975840,name267199,deptId900913
893857,name335835,deptId210535
647613,name308217,deptId758277
94632,name451493,deptId768241
647198,name318325,deptId560892
968790,name452751,deptId770568
326404,name269841,deptId132639
992184,name364838,deptId515534
425668,name659318,deptId350743
328978,name327962,deptId953288
959461,name682859,deptId767251
233078,name796517,deptId519470
464082,name249834,deptId532286
449798,name663623,deptId577089
422038,name658085,deptId469357
464871,name860257,deptId59396
864836,name239752,deptId45646
218061,name896249,deptId348314
251688,name662170,deptId840904
768791,name453507,deptId971840
111739,name811989,deptId770002
846847,name425552,deptId319171
21014,name806084,deptId273400
192706,name329393,deptId621592
675772,name731933,deptId756825
682793,name576314,deptId60647
983272,name83763,deptId223502
974543,name247371,deptId336844
626211,name537515,deptId752520
217641,name289087,deptId739632
78606,name975097,deptId905456
753144,name965650,deptId536265
150242,name157601,deptId407440
250529,name600133,deptId655312
741191,name740673,deptId1854
839714,name299939,deptId341280
135172,name676818,deptId82026
886295,name112421,deptId223170
971133,name639696,deptId133430
276062,name888671,deptId569252
983654,name884675,deptId229777
231397,name197294,deptId483234
258390,name302589,deptId66010
885886,name176672,deptId79759
182802,name136337,deptId833494
299977,name367022,deptId195727
945195,name892214,deptId181067
978345,name480080,deptId189631
839676,name324701,deptId966102
897099,name576010,deptId334435
71931,name403582,deptId648140
982527,name43027,deptId580067
237727,name63735,deptId523796
74660,name624771,deptId777951
647934,name736118,deptId758546
867216,name5925,deptId28177
486558,name185911,deptId627421
636637,name946021,deptId939529
571264,name340009,deptId378931
472980,name265630,deptId423444
927857,name313666,deptId116430
698741,name605526,deptId78045
183929,name290519,deptId879688
569106,name717673,deptId616879
883693,name339293,deptId127498
3228,name685247,deptId909409
320865,name661701,deptId171229
640811,name437775,deptId998588
804009,name610849,deptId791160
291706,name223425,deptId826845
888083,name88019,deptId500783
111830,name908320,deptId160428
183871,name645895,deptId745863
500941,name385666,deptId198127
825329,name492396,deptId794097
498289,name563844,deptId14436
998075,name258523,deptId485625
463301,name625710,deptId397699
219803,name518340,deptId65470
679245,name857949,deptId869203
763572,name441290,deptId713048
143820,name511541,deptId150395
926113,name855942,deptId818797
355315,name286212,deptId670602
402393,name350106,deptId701535
551840,name71855,deptId248206
77980,name613698,deptId641834
565731,name95308,deptId33202
501749,name513099,deptId304413
942759,name871027,deptId248017
104056,name590883,deptId976809
102015,name443961,deptId547488
221321,name456288,deptId893004
717544,name104796,deptId65248
298336,name306756,deptId370699
796687,name778443,deptId475404
99529,name38404,deptId942330
964382,name756960,deptId187806
813203,name788457,deptId819159
55846,name650025,deptId322409
603261,name875280,deptId859099
576749,name304790,deptId784993
721994,name904979,deptId768671
776042,name598388,deptId908822
423742,name382770,deptId366450
921214,name651147,deptId959602
270666,name645430,deptId898741
497913,name909362,deptId280890
267248,name349410,deptId145263
921031,name911096,deptId114836
29260,name605328,deptId828591
573403,name914998,deptId634669
554130,name516573,deptId794730
689514,name511868,deptId421295
506388,name486793,deptId838925
798283,name680316,deptId290829
160614,name701552,deptId230752
659622,name461520,deptId894231
540316,name911924,deptId836668
252229,name331065,deptId198629
961522,name213398,deptId354208
770898,name162508,deptId368130
594916,name721527,deptId679432
953064,name504735,deptId540475
993807,name58853,deptId429424
90837,name318401,deptId13123
535175,name974671,deptId77009
831310,name501264,deptId742573
675261,name4359,deptId414585
846119,name79464,deptId993010
431138,name112465,deptId236565
416394,name939296,deptId183644
409602,name940565,deptId761454
119221,name321631,deptId895122
724977,name237195,deptId746858
115726,name379623,deptId350638
859880,name763542,deptId999659
478547,name890049,deptId822470
117108,name870073,deptId531328
631958,name972308,deptId742535
189497,name809972,deptId374560
798740,name795757,deptId817093
425457,name11089,deptId853362
679487,name649390,deptId180533
694358,name701967,deptId47506
278739,name600802,deptId364796
457811,name504313,deptId504878
751251,name90324,deptId493706
314335,name163017,deptId674462
870986,name547327,deptId696807
261373,name453085,deptId664997
626166,name673152,deptId218626
707715,name142454,deptId614669
664844,name527815,deptId875166
635382,name498560,deptId994411
582839,name591509,deptId38499
306582,name198704,deptId408003
244126,name534176,deptId459692
990415,name458688,deptId807977
780614,name12256,deptId400035
424360,name400567,deptId21743
352077,name702093,deptId379534
565962,name582494,deptId904647
707685,name53423,deptId766265
97379,name766980,deptId640412
719744,name596340,deptId741255
820870,name154880,deptId81247
506013,name234227,deptId730890
863235,name179884,deptId159220
484321,name870083,deptId360530
958019,name384079,deptId938481
33479,name537461,deptId8210
190872,name814366,deptId98587
561460,name951974,deptId29354
623867,name165048,deptId554356
841789,name139238,deptId525744
917044,name773900,deptId507574
942444,name50230,deptId349422
379110,name464716,deptId68503
611907,name429774,deptId54135
712454,name507314,deptId414073
625828,name793652,deptId638474
389476,name714773,deptId905880
232790,name568100,deptId454428
485052,name650455,deptId491254
701884,name471630,deptId893836
856840,name836950,deptId194298
241912,name50427,deptId349517
608397,name748,deptId36700
216760,name587808,deptId968366
273637,name503752,deptId407639
22951,name842341,deptId601828
192501,name699277,deptId466612
825757,name340349,deptId495382
541559,name604528,deptId860770
95592,name15512,deptId432227
823881,name101479,deptId565160
939747,name300446,deptId410490
994732,name183110,deptId772207
516545,name173514,deptId6932
420984,name437426,deptId546461
208377,name527930,deptId146643
8679,name4805,deptId158340
891734,name260454,deptId20573
821523,name108492,deptId931327
575746,name211797,deptId89159
432407,name495995,deptId615754
196225,name980130,deptId543107
548994,name891985,deptId747273
915981,name100802,deptId874959
931111,name983132,deptId997640
123298,name769518,deptId39290
121662,name729626,deptId177434
589827,name446975,deptId382928
561569,name884942,deptId113555
776786,name772153,deptId885953
450318,name398788,deptId553595
590986,name904966,deptId328108
97187,name773370,deptId993311
199129,name591604,deptId781881
214274,name954097,deptId97912
546218,name965548,deptId721238
22949,name965148,deptId231842
135348,name411483,deptId965609
230083,name114346,deptId226570
447407,name411638,deptId499795
20456,name912129,deptId61872
592001,name436073,deptId691771
156020,name626720,deptId43636
462571,name159945,deptId97209
27494,name124295,deptId240336
54960,name432591,deptId566856
148547,name941004,deptId441817
600583,name504493,deptId40284
201248,name900724,deptId833027
258732,name85626,deptId357794
468242,name234996,deptId719285
548736,name324735,deptId10789
785966,name203038,deptId232965
575429,name756721,deptId525872
757271,name550079,deptId912316
225043,name604546,deptId97011
756268,name997485,deptId723742
163719,name93809,deptId875312
917466,name994533,deptId37250
88543,name418233,deptId956987
4527,name995921,deptId453611
38469,name421085,deptId577634
122311,name454416,deptId515714
82689,name990565,deptId607457
930637,name452582,deptId653778
420357,name544292,deptId208627
572381,name169270,deptId685765
972583,name96270,deptId221607
927501,name115769,deptId795959
313965,name331479,deptId819223
58018,name3401,deptId949437
7930,name364201,deptId779478
576186,name284709,deptId21797
736716,name331824,deptId478587
632190,name221934,deptId693956
903611,name546530,deptId20118
626663,name820505,deptId9681
876315,name907440,deptId223994
921748,name824476,deptId395301
915211,name24717,deptId204716
996313,name178686,deptId674986
452250,name79919,deptId370338
772724,name930779,deptId262844
916189,name367236,deptId471446
403211,name267017,deptId725844
288076,name170874,deptId320617
69282,name998529,deptId882119
792594,name147725,deptId342099
610411,name350140,deptId923353
986013,name631033,deptId240739
87894,name90667,deptId747112
357013,name189727,deptId108586
378651,name843790,deptId998088
513672,name908061,deptId499494
344675,name236535,deptId941374
330091,name235183,deptId141969
41028,name393,deptId563295
260118,name593616,deptId106342
617666,name905360,deptId744463
115603,name871063,deptId417689
588860,name243103,deptId184881
850345,name542376,deptId789903
637241,name4731,deptId540881
22330,name526417,deptId72167
82393,name417453,deptId38790
468556,name901998,deptId125793
612329,name817086,deptId716105
325193,name965263,deptId17645
191757,name928761,deptId218371
590397,name797979,deptId521468
562767,name865494,deptId51174
255324,name242697,deptId501010
532161,name992747,deptId568586
583623,name467209,deptId692438
64684,name768618,deptId483478
396342,name584211,deptId31510
311030,name566078,deptId618695
375570,name97474,deptId760620
14846,name406890,deptId211662
416808,name370363,deptId115333
456096,name858728,deptId836611
450707,name400315,deptId938229
10425,name562850,deptId729416
978696,name719512,deptId427856
876003,name74318,deptId989773
955419,name18624,deptId310603
74095,name366804,deptId403321
520603,name913244,deptId146163
730229,name679763,deptId104049
932931,name442230,deptId971653
465893,name684030,deptId733822
551650,name109571,deptId438131
815007,name157690,deptId454210
885219,name871582,deptId335008
699202,name934956,deptId992643
129833,name412709,deptId352157
474368,name469651,deptId263112
329256,name690235,deptId657025
492090,name232292,deptId446566
149738,name17142,deptId904208
811337,name802764,deptId122784
491659,name668285,deptId147964
778240,name187848,deptId949856
975604,name890392,deptId653408
64042,name208393,deptId876936
817459,name50377,deptId91696
18290,name932373,deptId912690
119127,name462878,deptId198429
524294,name44741,deptId502578
444445,name835488,deptId467295
829968,name582124,deptId553725
390534,name698572,deptId375518
383262,name654793,deptId957781
108290,name368810,deptId428975
844273,name23499,deptId994643
705763,name17295,deptId737352
518338,name720863,deptId798096
958398,name792563,deptId314863
451723,name280216,deptId914153
949797,name902666,deptId528291
559273,name72006,deptId25592
244734,name109680,deptId550582
306820,name45167,deptId966669
333560,name217509,deptId827034
475483,name8362,deptId114943
666287,name740423,deptId309949
514252,name433162,deptId62986
597149,name738544,deptId287087
936447,name350979,deptId508381
598511,name673565,deptId137382
891807,name83973,deptId881305
922842,name284180,deptId211590
957881,name434516,deptId710087
857654,name157303,deptId19208
457197,name687734,deptId533326
741555,name842811,deptId141723
804771,name103669,deptId512738
708763,name350931,deptId138902
654569,name906337,deptId353301
760357,name495616,deptId904908
233613,name523414,deptId859203
905196,name491984,deptId796641
951715,name580742,deptId921967
409702,name254674,deptId933169
78393,name295421,deptId24948
803927,name47313,deptId877842
441177,name484690,deptId591578
327445,name298528,deptId915085
993585,name179080,deptId198529
587629,name803730,deptId928219
255692,name249340,deptId904562
855282,name968446,deptId289977
782987,name722512,deptId977211
338782,name619685,deptId521628
680283,name638237,deptId810077
966955,name5929,deptId958488
513383,name635548,deptId620154
301320,name329788,deptId987621
460775,name80862,deptId662314
424248,name696373,deptId770298
594692,name318545,deptId270038
93177,name271519,deptId126665
216625,name300418,deptId293836
769564,name447748,deptId468789
516779,name462161,deptId692898
514423,name919293,deptId559135
507168,name918222,deptId244832
709327,name68095,deptId251349
689109,name79559,deptId833154
577736,name120428,deptId508004
938800,name55935,deptId440078
513024,name410792,deptId266744
570983,name497299,deptId736284
570829,name611886,deptId733109
401668,name593490,deptId364353
913055,name253189,deptId579394
523478,name163328,deptId358118
188569,name491511,deptId584659
336227,name378533,deptId484626
427379,name642857,deptId704467
531486,name434761,deptId314065
268280,name990813,deptId553195
176810,name716094,deptId954113
461646,name731119,deptId907689
300971,name99625,deptId104408
134917,name778766,deptId305449
32012,name224174,deptId502642
699722,name924083,deptId836475
27221,name415129,deptId151722
928776,name381804,deptId333571
131920,name262047,deptId437895
419416,name678589,deptId56195
846226,name424226,deptId651347
956696,name321143,deptId968604
989356,name995954,deptId485153
321233,name485746,deptId562104
612947,name217294,deptId969461
482004,name976633,deptId86075
919629,name71588,deptId862254
336180,name710584,deptId231943
621056,name10054,deptId911491
731570,name694599,deptId12770
617410,name1058,deptId81782
577130,name931289,deptId67481
156040,name71228,deptId501628
444343,name852121,deptId74784
438415,name272369,deptId390417
848394,name12972,deptId795184
215419,name767180,deptId711170
526408,name838964,deptId943899
859802,name326931,deptId446910
976187,name405749,deptId51242
358452,name704330,deptId978386
608408,name749863,deptId558028
577114,name251144,deptId150205
208287,name453422,deptId797904
963439,name550923,deptId797719
451618,name500305,deptId197043
834110,name893025,deptId785818
895871,name698673,deptId992247
545339,name980302,deptId637106
513475,name65300,deptId460871
790639,name925861,deptId130573
745597,name492226,deptId913010
958066,name837551,deptId287527
279372,name487258,deptId783515
602228,name519963,deptId109160
714480,name174827,deptId287473
665862,name114352,deptId930168
194349,name959827,deptId535660
794867,name196883,deptId449844
387744,name725520,deptId122181
635780,name393348,deptId506976
825120,name901225,deptId631601
516784,name965046,deptId881218
751055,name6243,deptId716604
264407,name692846,deptId719502
673988,name266025,deptId169120
897686,name340268,deptId818432
924182,name687156,deptId149501
403313,name486127,deptId613299
485495,name836288,deptId823184
118320,name249982,deptId542375
819551,name390056,deptId37291
576697,name755971,deptId822215
281956,name734856,deptId15866
498839,name901917,deptId566150
536688,name892289,deptId666641
207022,name742708,deptId529354
319766,name137128,deptId226663
366550,name872354,deptId109712
770551,name651914,deptId110477
565713,name243036,deptId613797
885605,name944729,deptId34181
905848,name322662,deptId839058
268695,name285263,deptId961509
419094,name949936,deptId692203
798500,name591189,deptId295778
680252,name533278,deptId684344
863919,name359160,deptId975109
895298,name979407,deptId118965
507993,name605702,deptId437665
617968,name404198,deptId86911
869373,name222137,deptId785380
240973,name168420,deptId515519
902332,name529804,deptId469593
914164,name932266,deptId130579
53468,name857405,deptId537478
667109,name574264,deptId325244
798553,name681105,deptId528329
440099,name430561,deptId28276
922179,name880011,deptId283416
329264,name509776,deptId9383
80556,name86461,deptId454058
472262,name559436,deptId667525
400262,name818003,deptId163522
73168,name964304,deptId168830
890751,name873175,deptId430081
135664,name44948,deptId585887
196239,name546754,deptId272339
214677,name712771,deptId532619
458901,name810236,deptId806756
895171,name856709,deptId381365
212696,name690685,deptId662990
365619,name850733,deptId989397
328120,name277143,deptId132817
197410,name813267,deptId502499
192655,name307098,deptId830713
544026,name95562,deptId567903
201046,name512250,deptId348912
450943,name284801,deptId907306
208912,name27403,deptId642977
793376,name103449,deptId158942
935550,name288063,deptId136314
247837,name638250,deptId924749
928783,name312412,deptId518002
386063,name239067,deptId577613
865568,name560657,deptId38181
311315,name964265,deptId879874
760876,name970292,deptId396154
807035,name719879,deptId3245
569306,name971744,deptId944926
925152,name390331,deptId950303
639465,name332259,deptId689686
562462,name488910,deptId540786
328273,name834732,deptId768276
493199,name248304,deptId916306
141550,name856627,deptId516775
649162,name246737,deptId577745
535648,name354330,deptId695779
891745,name142395,deptId817135
632209,name911816,deptId319285
450386,name888512,deptId149606
705190,name379017,deptId227291
2020,name640844,deptId964363
154742,name917382,deptId421538
88261,name668,deptId799107
472665,name663612,deptId911378
776888,name543582,deptId478456
231111,name13128,deptId377790
396607,name843072,deptId3293
304058,name429999,deptId396225
116429,name534400,deptId415533
935893,name998553,deptId308428
538616,name805691,deptId474575
863323,name479831,deptId854893
719,name311687,deptId319793
362957,name530666,deptId407044
863227,name400495,deptId717158
798709,name224779,deptId222653
942174,name32172,deptId988684
221958,name731005,deptId973898
467960,name2829,deptId429245
11757,name38525,deptId937819
902428,name590979,deptId461589
320378,name74652,deptId93046
264009,name581137,deptId826669
103196,name685975,deptId743498
287015,name744813,deptId71678
507029,name594467,deptId109008
745,name357894,deptId362231
856526,name765750,deptId287642
903627,name567912,deptId114081
157399,name451484,deptId793859
689809,name776529,deptId617741
203649,name843967,deptId684104
114085,name188012,deptId365183
725935,name481514,deptId601356
640557,name330952,deptId369623
385624,name442485,deptId788330
345724,name80073,deptId770878
830372,name273523,deptId427465
183668,name180092,deptId328058
779595,name423600,deptId171280
472306,name799028,deptId973703
467166,name724659,deptId873974
752044,name336159,deptId672394
984702,name678530,deptId44302
557904,name177284,deptId364354
274182,name516776,deptId267519
951174,name119049,deptId672212
581947,name14768,deptId158557
308660,name986882,deptId513849
795600,name958429,deptId112055
698397,name389842,deptId356355
265296,name562151,deptId409186
60838,name377680,deptId998050
877213,name480815,deptId695047
784849,name203380,deptId496007
291276,name236585,deptId147052
156135,name509285,deptId250645
908287,name517418,deptId565235
762579,name251727,deptId149244
188731,name929467,deptId857735
69298,name613969,deptId847456
811124,name171875,deptId237519
612973,name362325,deptId829407
8181,name413941,deptId51075
989314,name203869,deptId412906
858010,name35839,deptId868694
383993,name622099,deptId844936
849906,name933968,deptId944281
527739,name607531,deptId8344
184636,name791916,deptId236577
742798,name709566,deptId193931
384255,name34113,deptId827467
972082,name213819,deptId901930
165894,name79694,deptId37179
505763,name740223,deptId425831
586389,name732742,deptId538753
721421,name565359,deptId659043
429767,name829601,deptId439878
225693,name598606,deptId659581
764833,name33797,deptId884481
330149,name991620,deptId75681
152955,name60956,deptId397497
880397,name458546,deptId668878
909100,name996543,deptId18767
594586,name880189,deptId599078
495145,name309022,deptId330332
745279,name912491,deptId162330
247879,name464804,deptId432498
450360,name183115,deptId242923
110994,name586561,deptId498779
28205,name309548,deptId436735
793245,name504405,deptId886493
485002,name489725,deptId278614
662253,name871622,deptId82754
258712,name715893,deptId143767
165244,name488892,deptId817243
655679,name677017,deptId925326
470649,name624859,deptId711384
368646,name700444,deptId57079
449941,name317371,deptId278824
615497,name416450,deptId256997
975321,name719057,deptId898678
283213,name72996,deptId370443
127007,name809363,deptId518844
291021,name973268,deptId651676
859184,name77891,deptId117701
641110,name480945,deptId599557
170964,name808105,deptId652338
556242,name641660,deptId569403
822440,name248684,deptId950383
955424,name582129,deptId739663
778686,name516317,deptId407889
296911,name286066,deptId753943
210775,name137037,deptId217208
948957,name724190,deptId589461
437048,name238223,deptId433071
342808,name461574,deptId10345
880772,name759553,deptId385649
634096,name113767,deptId755189
297786,name86391,deptId900473
500012,name840671,deptId897486
94735,name476263,deptId868116
361480,name815223,deptId597325
612755,name64488,deptId282840
181222,name944202,deptId344167
954739,name381363,deptId556965
697750,name168103,deptId435842
73322,name554487,deptId490374
233015,name980567,deptId593150
177433,name720787,deptId948717
534132,name939595,deptId93095
164345,name448680,deptId195876
911387,name678768,deptId404255
562142,name211122,deptId424333
812777,name700060,deptId181415
270636,name181241,deptId504010
508242,name133833,deptId353286
951229,name895884,deptId108718
839978,name685545,deptId786194
445594,name298577,deptId76237
583058,name850492,deptId212701
795852,name643670,deptId688222
109402,name166364,deptId93834
201055,name774617,deptId761431
932843,name841625,deptId467947
690991,name930318,deptId885857
150587,name643519,deptId455178
700652,name902025,deptId234684
950084,name856142,deptId106431
831306,name263381,deptId409694
644913,name122539,deptId861338
142070,name436726,deptId570834
39511,name302487,deptId628765
184598,name728008,deptId18857
442114,name949766,deptId221599
349695,name768841,deptId36307
396857,name340943,deptId601878
715266,name725859,deptId319299
4034,name286534,deptId105467
796954,name516831,deptId868949
153456,name909710,deptId677553
779064,name658438,deptId892650
334844,name344882,deptId309365
751865,name767754,deptId283441
722722,name130807,deptId620741
131898,name419244,deptId49384
981017,name525064,deptId377813
223917,name488274,deptId640328
914643,name574917,deptId303896
789455,name959916,deptId617156
916211,name716924,deptId243619
695457,name940494,deptId841549
276880,name710042,deptId968990
408925,name232905,deptId545540
424604,name702398,deptId895932
489075,name393454,deptId25263
458975,name832769,deptId234340
398906,name323518,deptId686655
981085,name507949,deptId405427
81526,name668874,deptId700018
48372,name647320,deptId249994
970381,name565510,deptId204232
757042,name760592,deptId317507
926081,name23050,deptId562729
830862,name239903,deptId945492
557484,name181949,deptId38002
142292,name601982,deptId948024
613846,name419628,deptId982760
112581,name431335,deptId64012
476084,name747223,deptId321277
519300,name471387,deptId817687
346781,name598882,deptId539357
453871,name762945,deptId38305
578461,name291970,deptId262657
764206,name213417,deptId706764
329134,name755608,deptId716440
918360,name462462,deptId285651
928013,name293592,deptId769761
646056,name661144,deptId180644
529778,name586813,deptId778235
247228,name663753,deptId748654
480813,name419555,deptId855594
312278,name852519,deptId323880
992444,name606965,deptId468977
457415,name820884,deptId741274
991309,name456873,deptId487586
971764,name460403,deptId119730
807730,name661740,deptId879778
382888,name34319,deptId629343
838936,name721083,deptId387650
523805,name740981,deptId939000
792101,name374841,deptId78079
396609,name333116,deptId253061
166669,name828277,deptId879341
147423,name617639,deptId50353
634843,name27447,deptId563349
33023,name494426,deptId515910
160487,name706388,deptId414281
946910,name62770,deptId498825
417309,name198010,deptId936814
270745,name977852,deptId175201
363536,name272324,deptId146345
616070,name125238,deptId766816
361730,name394220,deptId525566
352973,name903107,deptId549477
372388,name610734,deptId428047
96147,name532511,deptId391292
96292,name716948,deptId751812
985664,name434789,deptId518007
933382,name413936,deptId784482
199310,name986924,deptId60406
35817,name178499,deptId217365
722838,name155996,deptId599702
44732,name451517,deptId763268
48125,name394497,deptId56335
525587,name40457,deptId119479
219403,name980738,deptId806807
594072,name250333,deptId84249
314671,name941720,deptId611457
300604,name270998,deptId405199
319875,name501160,deptId246831
594471,name114931,deptId300436
533805,name848057,deptId168936
269233,name454813,deptId775473
998627,name541502,deptId940158
466238,name447711,deptId665054
494293,name469758,deptId679728
413909,name508446,deptId577288
15365,name619807,deptId110941
994773,name318476,deptId723885
21202,name240203,deptId792308
199612,name717002,deptId748904
615822,name803284,deptId364626
579847,name372109,deptId770843
395463,name333586,deptId877932
670035,name585865,deptId600133
802743,name828558,deptId778586
846977,name791021,deptId974290
641751,name190972,deptId297383
753388,name740656,deptId367047
617500,name758972,deptId701337
375386,name931743,deptId608129
119149,name253662,deptId84953
242375,name150324,deptId484143
288040,name370493,deptId271124
250499,name630546,deptId988325
243671,name932900,deptId790375
606948,name183381,deptId412377
424563,name219065,deptId967422
915747,name712349,deptId634122
593670,name884835,deptId438816
271834,name613037,deptId371097
420707,name52312,deptId509674
730102,name334353,deptId717299
106356,name320107,deptId182084
562860,name24140,deptId815759
963498,name408292,deptId100932
521762,name490908,deptId207932
819030,name15218,deptId198685
353044,name377468,deptId860428
712450,name258315,deptId704175
328891,name681172,deptId23197
230226,name864851,deptId189805
540160,name620722,deptId680953
372157,name547194,deptId147040
383884,name556075,deptId331677
782688,name828783,deptId32531
325280,name713594,deptId75701
196654,name157532,deptId464301
950375,name857999,deptId670176
540867,name873268,deptId24778
862321,name359104,deptId766774
738479,name224673,deptId762548
771101,name383860,deptId145354
165616,name209466,deptId975601
624232,name398293,deptId228970
836932,name248464,deptId361992
100765,name768980,deptId874513
660865,name788738,deptId489139
261606,name884035,deptId136593
490525,name552020,deptId579494
7988,name401181,deptId584038
710352,name381011,deptId869199
791491,name943938,deptId951995
281664,name234921,deptId517390
715434,name549809,deptId874440
78887,name136761,deptId78843
836093,name270481,deptId952230
275497,name389943,deptId52733
924623,name720046,deptId928283
629226,name380806,deptId254119
259071,name883297,deptId251903
424547,name969989,deptId82328
321751,name921152,deptId301920
291573,name983791,deptId587409
541244,name940900,deptId460719
686617,name244269,deptId965812
788215,name180799,deptId187711
696798,name88893,deptId268702
263835,name701350,deptId186184
842681,name481106,deptId183451
692616,name413388,deptId918025
369784,name833551,deptId77181
388097,name224557,deptId420336
550193,name847298,deptId538039
450291,name592572,deptId242404
103794,name409264,deptId799034
922643,name659731,deptId451990
124443,name337583,deptId583906
871611,name882574,deptId380829
530377,name765217,deptId590673
969171,name353071,deptId637591
227462,name194888,deptId811563
9763,name805691,deptId660594
272676,name779355,deptId795413
270315,name170311,deptId156243
850904,name548909,deptId147427
28720,name181461,deptId78844
129060,name259483,deptId343216
269155,name904682,deptId710033
648716,name837654,deptId121925
834072,name884886,deptId685494
434639,name936716,deptId301803
880436,name156710,deptId684440
677159,name253453,deptId359045
194944,name59851,deptId272499
918719,name342106,deptId932746
72279,name233949,deptId835760
120275,name55870,deptId675217
116335,name849501,deptId509802
12808,name696054,deptId985615
99297,name528083,deptId399402
511612,name630129,deptId376554
555295,name516629,deptId343328
773368,name386527,deptId83945
994789,name291801,deptId49460
471023,name813718,deptId43758
593260,name167522,deptId568250
531201,name450236,deptId428918
308924,name803599,deptId588481
717877,name373372,deptId75318
700641,name58363,deptId463808
378632,name291513,deptId744495
132811,name616255,deptId85731
220239,name578722,deptId386061
563155,name532268,deptId541449
914170,name774386,deptId356760
309947,name140188,deptId880415
350497,name794562,deptId514868
330017,name814616,deptId291530
155644,name418590,deptId977274
956111,name345933,deptId881814
466059,name47815,deptId293148
433210,name147483,deptId121278
321157,name116542,deptId889807
744818,name862410,deptId667834
260384,name548738,deptId730765
559319,name634386,deptId255317
352142,name173507,deptId516925
587329,name869182,deptId585913
419467,name642962,deptId339813
179528,name756825,deptId695071
493908,name933322,deptId127261
336148,name677525,deptId777363
960998,name593722,deptId964574
844982,name339995,deptId142314
163519,name947092,deptId379359
188346,name551500,deptId713622
437926,name409459,deptId907094
460008,name12082,deptId461173
474774,name93836,deptId761868
440994,name381314,deptId228263
262664,name256862,deptId2785
644561,name354053,deptId451887
27865,name620998,deptId976277
337348,name804085,deptId841439
830220,name425421,deptId74883
800360,name845095,deptId834533
982987,name688590,deptId26457
138956,name500396,deptId25271
804212,name482189,deptId650516
265260,name762481,deptId957247
413105,name143772,deptId994598
35517,name53110,deptId714526
858681,name296050,deptId623590
285608,name562366,deptId416236
360348,name681658,deptId175122
888301,name583989,deptId452749
305221,name48962,deptId420160
623075,name20513,deptId896799
347090,name203113,deptId812427
876440,name453303,deptId433093
797763,name167802,deptId3139
772674,name668806,deptId945796
533958,name218134,deptId340179
64389,name171421,deptId777676
342922,name251667,deptId93477
932562,name75503,deptId735973
37003,name204705,deptId697550
544590,name670527,deptId774084
79737,name574935,deptId589575
124552,name886061,deptId643191
369648,name230271,deptId613843
655089,name477023,deptId932080
404962,name897930,deptId638469
600289,name962214,deptId344561
866355,name954186,deptId279678
280895,name112906,deptId815178
630144,name111214,deptId663958
690150,name156676,deptId113423
55281,name88823,deptId114598
318298,name373317,deptId330198
574084,name347,deptId799057
104850,name9301,deptId254281
894617,name361950,deptId136804
685367,name435053,deptId93512
317545,name879268,deptId168019
451108,name220418,deptId213037
775635,name174791,deptId140755
556002,name183136,deptId659887
86967,name97717,deptId758302
725504,name583137,deptId967374
157524,name731241,deptId129684
108348,name170544,deptId152741
300987,name834503,deptId934001
179102,name836453,deptId766497
354037,name779436,deptId116769
320123,name37407,deptId29946
372658,name819315,deptId418340
377801,name378416,deptId126826
782195,name290510,deptId981755
284020,name119039,deptId692663
115113,name239722,deptId732044
409048,name519503,deptId308208
596277,name863451,deptId361004
730950,name451490,deptId769862
108778,name239152,deptId748580
305593,name609355,deptId2162
56291,name29589,deptId64815
684204,name780875,deptId356419
7080,name980517,deptId678928
95815,name881473,deptId313579
247661,name726393,deptId63265
267850,name520434,deptId328931
879702,name426072,deptId540874
146174,name545978,deptId476718
