crsCode245392,deptId35527,crsName988277,descr526335
crsCode280866,deptId980430,crsName296250,descr530196
crsCode521512,deptId259636,crsName894667,descr286200
crsCode970879,deptId701734,crsName120839,descr996040
crsCode417405,deptId250163,crsName523599,descr375410
crsCode1142,deptId910527,crsName314203,descr285217
crsCode979226,deptId846299,crsName131430,descr281371
crsCode230891,deptId117679,crsName24760,descr900554
crsCode838105,deptId393940,crsName752145,descr259863
crsCode7419,deptId259518,crsName282479,descr579314
crsCode47532,deptId81558,crsName401597,descr559726
crsCode104000,deptId316710,crsName226008,descr72714
crsCode472354,deptId321966,crsName179966,descr911307
crsCode169611,deptId753492,crsName945621,descr873540
crsCode847073,deptId960823,crsName574102,descr559544
crsCode908010,deptId6820,crsName69460,descr643734
crsCode966123,deptId815841,crsName226093,descr311394
crsCode430305,deptId222951,crsName387020,descr419381
crsCode651739,deptId815662,crsName450583,descr250267
crsCode410930,deptId493408,crsName68860,descr46618
crsCode407591,deptId247983,crsName233555,descr37906
crsCode24855,deptId740546,crsName176176,descr972608
crsCode800221,deptId347658,crsName383113,descr677404
crsCode918276,deptId733620,crsName275134,descr328099
crsCode262759,deptId717559,crsName659593,descr413167
crsCode614184,deptId388172,crsName419651,descr136833
crsCode256777,deptId217022,crsName800719,descr297953
crsCode790186,deptId173911,crsName77800,descr480988
crsCode770463,deptId582202,crsName246659,descr104364
crsCode201901,deptId215055,crsName823520,descr884982
crsCode363234,deptId474712,crsName713843,descr777645
crsCode411470,deptId47779,crsName750377,descr852948
crsCode992801,deptId855000,crsName126297,descr224032
crsCode61922,deptId296050,crsName876936,descr11771
crsCode482570,deptId193994,crsName522265,descr348197
crsCode592891,deptId667663,crsName870031,descr264245
crsCode692960,deptId290834,crsName267520,descr39166
crsCode61090,deptId291710,crsName941017,descr36173
crsCode588995,deptId240805,crsName355720,descr719438
crsCode194395,deptId195189,crsName893130,descr599630
crsCode436141,deptId726217,crsName283729,descr497306
crsCode959270,deptId63068,crsName29073,descr205383
crsCode24689,deptId633496,crsName530919,descr706443
crsCode246393,deptId492621,crsName144294,descr281417
crsCode336828,deptId532861,crsName718912,descr550698
crsCode329608,deptId804627,crsName462,descr991910
crsCode507350,deptId205876,crsName841276,descr922851
crsCode290944,deptId209198,crsName726100,descr163444
crsCode237087,deptId909198,crsName830629,descr581506
crsCode906885,deptId513614,crsName179535,descr26184
crsCode383252,deptId151466,crsName96110,descr958648
crsCode477113,deptId584787,crsName832481,descr543867
crsCode193545,deptId768509,crsName503414,descr814550
crsCode199414,deptId444819,crsName216628,descr81768
crsCode729773,deptId166347,crsName694468,descr102735
crsCode70416,deptId441171,crsName394684,descr480171
crsCode537931,deptId311082,crsName600969,descr664250
crsCode12373,deptId921612,crsName944377,descr346467
crsCode586053,deptId830469,crsName810403,descr737678
crsCode488910,deptId650663,crsName88435,descr395248
crsCode359577,deptId839383,crsName230742,descr193124
crsCode976189,deptId508737,crsName147902,descr305525
crsCode599070,deptId202988,crsName716690,descr437688
crsCode267679,deptId137575,crsName438390,descr932438
crsCode802117,deptId710883,crsName971058,descr919400
crsCode338857,deptId750491,crsName318785,descr48507
crsCode360345,deptId78701,crsName532921,descr828403
crsCode387853,deptId888077,crsName437522,descr339275
crsCode150145,deptId507343,crsName596372,descr827514
crsCode53876,deptId581473,crsName151329,descr493041
crsCode11451,deptId73947,crsName764892,descr693889
crsCode309954,deptId772719,crsName995829,descr432474
crsCode134240,deptId148219,crsName936019,descr560878
crsCode99094,deptId453437,crsName501660,descr202741
crsCode298853,deptId443430,crsName663076,descr131273
crsCode915337,deptId751815,crsName894191,descr296561
crsCode622869,deptId95848,crsName300452,descr974266
crsCode152812,deptId569400,crsName237649,descr165121
crsCode620121,deptId112990,crsName796309,descr882126
crsCode764364,deptId297198,crsName463086,descr641307
crsCode577074,deptId121911,crsName597472,descr316082
crsCode533167,deptId402809,crsName769086,descr628532
crsCode859963,deptId513140,crsName35480,descr997301
crsCode394902,deptId702107,crsName691265,descr934213
crsCode472617,deptId328423,crsName248827,descr698058
crsCode236283,deptId667465,crsName9665,descr164233
crsCode874764,deptId825719,crsName692721,descr673475
crsCode92114,deptId174696,crsName503893,descr556796
crsCode389069,deptId732698,crsName706125,descr740567
crsCode688329,deptId814416,crsName7706,descr899485
crsCode42032,deptId806810,crsName530697,descr225308
crsCode732681,deptId546956,crsName911802,descr620716
crsCode901649,deptId949456,crsName679884,descr80333
crsCode174324,deptId388504,crsName66022,descr437164
crsCode926184,deptId219947,crsName933093,descr28036
crsCode778151,deptId981665,crsName62237,descr107297
crsCode495111,deptId21354,crsName197326,descr403264
crsCode529591,deptId735560,crsName682533,descr116883
crsCode859160,deptId719197,crsName372587,descr110432
crsCode918965,deptId603806,crsName863502,descr355465
crsCode246497,deptId25767,crsName704330,descr496422
crsCode733100,deptId363689,crsName292084,descr169294
crsCode817793,deptId637822,crsName627491,descr516917
crsCode94495,deptId664541,crsName694075,descr885231
crsCode819634,deptId316329,crsName650711,descr560147
crsCode83278,deptId642404,crsName144531,descr513211
crsCode745799,deptId969601,crsName174195,descr122215
crsCode1647,deptId553174,crsName257587,descr676417
crsCode743661,deptId965104,crsName639979,descr408635
crsCode664374,deptId754049,crsName779743,descr5396
crsCode25899,deptId871156,crsName817633,descr791866
crsCode526479,deptId359841,crsName319715,descr246026
crsCode727587,deptId260444,crsName971741,descr116659
crsCode133344,deptId35688,crsName856279,descr536376
crsCode57169,deptId41225,crsName539412,descr52180
crsCode371466,deptId627959,crsName613851,descr320375
crsCode306760,deptId248110,crsName275810,descr646063
crsCode669607,deptId335011,crsName19866,descr203810
crsCode352250,deptId425681,crsName106002,descr362615
crsCode381706,deptId839088,crsName975176,descr867093
crsCode831406,deptId265351,crsName801107,descr464131
crsCode630532,deptId645785,crsName761190,descr698607
crsCode465801,deptId836603,crsName576705,descr889098
crsCode773851,deptId880261,crsName601018,descr214224
crsCode671432,deptId393575,crsName61860,descr651301
crsCode13202,deptId388243,crsName240025,descr779035
crsCode165377,deptId257816,crsName551593,descr489169
crsCode610981,deptId712847,crsName369759,descr606773
crsCode102055,deptId873966,crsName146028,descr350249
crsCode170635,deptId152441,crsName767027,descr742531
crsCode224965,deptId611033,crsName321456,descr549295
crsCode632564,deptId496453,crsName439750,descr87984
crsCode486271,deptId669852,crsName581219,descr861059
crsCode944971,deptId652053,crsName145682,descr61348
crsCode830678,deptId503758,crsName541405,descr316394
crsCode746547,deptId547008,crsName475292,descr986829
crsCode731618,deptId739988,crsName419294,descr976328
crsCode603851,deptId579279,crsName372979,descr833561
crsCode589847,deptId56680,crsName652117,descr465446
crsCode779820,deptId960826,crsName855409,descr680441
crsCode189763,deptId425108,crsName496917,descr537324
crsCode255399,deptId497326,crsName643127,descr957408
crsCode750924,deptId1207,crsName797727,descr639911
crsCode52297,deptId738185,crsName823474,descr844098
crsCode103731,deptId260670,crsName987613,descr95940
crsCode680536,deptId39452,crsName796570,descr422293
crsCode7509,deptId475371,crsName114978,descr481362
crsCode334676,deptId365608,crsName544431,descr984850
crsCode931366,deptId712786,crsName297260,descr987140
crsCode221881,deptId325537,crsName547644,descr849908
crsCode464694,deptId738006,crsName328484,descr45100
crsCode340345,deptId530286,crsName998422,descr122039
crsCode391662,deptId244912,crsName291227,descr856705
crsCode24261,deptId737830,crsName793180,descr551450
crsCode366481,deptId389480,crsName726412,descr23513
crsCode471554,deptId151315,crsName706806,descr858269
crsCode213181,deptId634009,crsName516062,descr592687
crsCode655061,deptId61490,crsName724375,descr845379
crsCode740777,deptId773297,crsName95137,descr964829
crsCode32282,deptId44913,crsName771900,descr445905
crsCode35302,deptId169198,crsName825677,descr774243
crsCode428710,deptId938800,crsName491756,descr61772
crsCode145952,deptId176097,crsName232776,descr742046
crsCode49610,deptId313600,crsName608503,descr30719
crsCode124828,deptId393454,crsName202270,descr33745
crsCode303440,deptId482598,crsName763450,descr144690
crsCode959417,deptId438410,crsName139976,descr790175
crsCode239613,deptId518360,crsName851991,descr739699
crsCode231345,deptId116027,crsName374696,descr318477
crsCode998224,deptId59774,crsName439487,descr46224
crsCode140950,deptId786459,crsName151561,descr748677
crsCode870591,deptId236658,crsName595561,descr249051
crsCode331607,deptId974037,crsName962593,descr738702
crsCode841726,deptId544768,crsName120537,descr794404
crsCode326010,deptId108390,crsName332879,descr834452
crsCode736057,deptId134182,crsName888924,descr44994
crsCode145761,deptId136668,crsName909023,descr115749
crsCode292054,deptId181268,crsName564552,descr752202
crsCode989000,deptId972314,crsName564547,descr422193
crsCode444725,deptId313261,crsName817982,descr820629
crsCode976002,deptId754002,crsName122713,descr756874
crsCode348274,deptId93892,crsName660841,descr495422
crsCode404352,deptId220553,crsName675561,descr284833
crsCode883615,deptId546015,crsName28927,descr61409
crsCode910540,deptId845461,crsName350822,descr861390
crsCode665100,deptId846199,crsName544060,descr797469
crsCode756423,deptId81186,crsName12330,descr359880
crsCode868737,deptId805813,crsName856235,descr455250
crsCode45041,deptId30248,crsName75963,descr212201
crsCode235456,deptId541238,crsName799326,descr759780
crsCode515039,deptId765558,crsName676235,descr621739
crsCode934149,deptId799752,crsName274291,descr339893
crsCode760964,deptId118314,crsName69425,descr299052
crsCode612359,deptId693994,crsName861135,descr801390
crsCode456938,deptId744118,crsName591794,descr765741
crsCode662838,deptId494031,crsName926756,descr794294
crsCode69240,deptId582172,crsName717884,descr596495
crsCode603708,deptId473499,crsName462636,descr320952
crsCode969771,deptId221746,crsName281767,descr444052
crsCode833790,deptId240292,crsName326061,descr583202
crsCode669726,deptId530100,crsName877795,descr309850
crsCode285810,deptId881652,crsName231776,descr564484
crsCode295835,deptId867535,crsName115460,descr334313
crsCode465534,deptId88156,crsName917988,descr221994
crsCode174450,deptId35535,crsName905696,descr310139
crsCode226742,deptId712646,crsName114337,descr105400
crsCode314817,deptId396594,crsName860226,descr919199
crsCode719543,deptId749280,crsName180939,descr23470
crsCode798711,deptId903075,crsName541336,descr257370
crsCode960785,deptId652832,crsName830552,descr360233
crsCode989269,deptId757302,crsName643697,descr703852
crsCode823879,deptId575496,crsName409089,descr397725
crsCode2222,deptId266344,crsName870400,descr264593
crsCode747851,deptId642657,crsName674753,descr153881
crsCode220775,deptId959137,crsName88983,descr502203
crsCode43718,deptId718977,crsName884500,descr796168
crsCode60791,deptId145715,crsName613293,descr85018
crsCode752589,deptId656071,crsName673273,descr953708
crsCode556968,deptId878554,crsName689880,descr671062
crsCode441388,deptId37147,crsName492784,descr559651
crsCode656980,deptId793467,crsName611155,descr891217
crsCode681503,deptId418865,crsName751293,descr10084
crsCode692328,deptId572263,crsName822137,descr444391
crsCode597971,deptId957892,crsName716578,descr248576
crsCode963235,deptId175767,crsName945415,descr265327
crsCode820649,deptId347037,crsName709352,descr39971
crsCode887000,deptId287279,crsName349981,descr95545
crsCode694835,deptId997835,crsName151254,descr66321
crsCode969447,deptId94332,crsName453437,descr464655
crsCode548405,deptId208937,crsName430392,descr253739
crsCode46791,deptId207608,crsName829706,descr652790
crsCode563172,deptId771293,crsName922457,descr640874
crsCode847999,deptId968707,crsName547338,descr316204
crsCode588842,deptId970133,crsName681416,descr749152
crsCode143848,deptId226985,crsName405028,descr698921
crsCode631455,deptId609801,crsName896214,descr365884
crsCode471276,deptId360288,crsName69282,descr611743
crsCode149073,deptId59646,crsName803286,descr520196
crsCode593802,deptId45704,crsName32816,descr401980
crsCode662845,deptId887999,crsName737628,descr504090
crsCode969359,deptId713451,crsName930266,descr164197
crsCode202643,deptId487267,crsName780094,descr911928
crsCode134621,deptId269948,crsName202769,descr984314
crsCode797685,deptId179212,crsName967061,descr152758
crsCode119271,deptId169433,crsName327654,descr491606
crsCode222391,deptId857827,crsName174396,descr256129
crsCode440882,deptId259147,crsName80525,descr322574
crsCode665760,deptId267679,crsName680847,descr375651
crsCode907926,deptId924867,crsName644763,descr547631
crsCode791848,deptId486653,crsName325101,descr868288
crsCode276859,deptId435932,crsName750664,descr856641
crsCode400120,deptId595142,crsName605239,descr244884
crsCode187484,deptId412317,crsName955118,descr886536
crsCode133484,deptId174990,crsName519758,descr274999
crsCode255174,deptId964278,crsName943495,descr954495
crsCode418707,deptId296112,crsName663512,descr126427
crsCode925337,deptId614655,crsName303538,descr259933
crsCode117165,deptId787669,crsName116346,descr496010
crsCode204101,deptId735870,crsName663917,descr96850
crsCode998380,deptId821228,crsName499487,descr119594
crsCode970894,deptId787167,crsName454300,descr873160
crsCode914483,deptId31728,crsName231663,descr148410
crsCode821257,deptId214011,crsName749953,descr162852
crsCode85849,deptId364967,crsName108120,descr751892
crsCode903324,deptId935380,crsName445505,descr73091
crsCode924263,deptId607519,crsName294985,descr44075
crsCode744129,deptId627604,crsName972005,descr987903
crsCode824533,deptId420721,crsName12977,descr71948
crsCode591555,deptId351763,crsName218197,descr273578
crsCode334608,deptId389184,crsName80644,descr397214
crsCode620542,deptId28368,crsName285662,descr20496
crsCode401911,deptId937656,crsName432118,descr173027
crsCode936035,deptId333812,crsName335789,descr344694
crsCode198041,deptId842193,crsName488957,descr87671
crsCode985905,deptId511060,crsName714834,descr56351
crsCode405496,deptId660554,crsName777554,descr31693
crsCode99965,deptId357421,crsName33086,descr432067
crsCode355848,deptId265968,crsName365552,descr67575
crsCode272170,deptId15208,crsName834308,descr69527
crsCode648304,deptId450647,crsName24467,descr148509
crsCode957681,deptId242837,crsName90651,descr690634
crsCode575303,deptId941917,crsName337658,descr739073
crsCode497178,deptId553713,crsName848345,descr704003
crsCode844695,deptId616107,crsName553510,descr2691
crsCode744320,deptId106914,crsName744569,descr91878
crsCode519838,deptId614837,crsName346392,descr139481
crsCode831953,deptId643127,crsName518358,descr631246
crsCode224840,deptId184503,crsName940438,descr582164
crsCode507083,deptId700906,crsName254701,descr210577
crsCode886581,deptId384567,crsName850149,descr561887
crsCode271040,deptId39135,crsName586910,descr86017
crsCode988473,deptId273224,crsName292944,descr160961
crsCode534994,deptId930980,crsName697771,descr146663
crsCode269398,deptId504706,crsName897951,descr771159
crsCode599991,deptId842929,crsName13047,descr298824
crsCode780867,deptId35788,crsName867104,descr490781
crsCode592949,deptId575463,crsName186696,descr975330
crsCode562024,deptId227221,crsName658850,descr93988
crsCode84774,deptId594899,crsName408006,descr362732
crsCode219039,deptId278100,crsName664884,descr673306
crsCode395125,deptId417705,crsName987833,descr524699
crsCode750324,deptId382541,crsName897130,descr277831
crsCode688223,deptId6538,crsName342605,descr674649
crsCode589157,deptId611532,crsName610840,descr850828
crsCode16179,deptId713920,crsName963025,descr1550
crsCode264547,deptId288361,crsName106772,descr819107
crsCode71314,deptId459903,crsName42739,descr616153
crsCode517711,deptId619011,crsName783991,descr978340
crsCode188207,deptId629668,crsName968197,descr398677
crsCode449725,deptId738695,crsName282012,descr593531
crsCode613006,deptId765431,crsName984187,descr774038
crsCode897459,deptId937129,crsName339168,descr105524
crsCode54537,deptId149546,crsName508010,descr906603
crsCode550570,deptId473639,crsName164832,descr67250
crsCode990406,deptId565657,crsName612298,descr303708
crsCode383628,deptId374155,crsName655741,descr951601
crsCode266369,deptId24905,crsName438389,descr44650
crsCode445428,deptId270375,crsName491802,descr532681
crsCode811144,deptId35691,crsName504997,descr510099
crsCode555504,deptId806936,crsName508124,descr583531
crsCode408122,deptId783960,crsName274617,descr116173
crsCode12738,deptId568772,crsName764457,descr814691
crsCode457671,deptId689683,crsName815664,descr213127
crsCode342874,deptId554846,crsName119529,descr467670
crsCode510130,deptId12812,crsName220395,descr575597
crsCode361117,deptId63007,crsName447688,descr724035
crsCode886609,deptId489753,crsName186991,descr975779
crsCode652385,deptId330060,crsName864113,descr447172
crsCode539915,deptId91837,crsName151968,descr784710
crsCode613742,deptId725044,crsName509332,descr125387
crsCode742552,deptId455587,crsName746887,descr20016
crsCode247678,deptId367665,crsName377440,descr395431
crsCode241669,deptId83041,crsName898189,descr742387
crsCode932541,deptId622564,crsName947273,descr671422
crsCode460589,deptId196663,crsName988541,descr905178
crsCode298569,deptId667898,crsName262083,descr781202
crsCode375232,deptId334927,crsName439621,descr235949
crsCode920370,deptId608171,crsName540804,descr295743
crsCode589567,deptId307132,crsName600117,descr895595
crsCode9402,deptId670071,crsName439173,descr892216
crsCode178621,deptId183805,crsName913149,descr642063
crsCode475670,deptId540265,crsName599937,descr806990
crsCode301279,deptId238073,crsName526387,descr637709
crsCode614508,deptId770646,crsName976437,descr563947
crsCode749085,deptId765569,crsName532299,descr599891
crsCode77714,deptId461788,crsName142174,descr738897
crsCode26686,deptId943443,crsName782172,descr135370
crsCode729173,deptId779557,crsName832509,descr712861
crsCode875871,deptId91411,crsName789921,descr9877
crsCode704302,deptId557283,crsName757525,descr253000
crsCode926188,deptId74513,crsName74421,descr490447
crsCode667662,deptId50835,crsName893675,descr713569
crsCode343269,deptId823175,crsName605973,descr937166
crsCode650899,deptId932412,crsName718661,descr23318
crsCode778778,deptId760922,crsName265698,descr387044
crsCode425808,deptId25327,crsName131819,descr366698
crsCode11631,deptId996502,crsName783580,descr418650
crsCode613129,deptId516550,crsName822441,descr510717
crsCode33240,deptId174836,crsName804775,descr666036
crsCode263283,deptId408678,crsName616010,descr663882
crsCode305949,deptId901974,crsName694281,descr207026
crsCode239672,deptId456191,crsName130718,descr716321
crsCode119127,deptId978311,crsName186345,descr866634
crsCode259505,deptId137160,crsName686708,descr93235
crsCode325041,deptId663292,crsName624529,descr578225
crsCode193897,deptId8901,crsName714592,descr890564
crsCode469799,deptId559447,crsName791021,descr888913
crsCode618208,deptId743491,crsName995766,descr466232
crsCode360969,deptId497248,crsName570058,descr559185
crsCode960517,deptId694552,crsName468428,descr316488
crsCode326009,deptId611852,crsName556631,descr173842
crsCode705659,deptId795045,crsName299515,descr881995
crsCode332648,deptId838200,crsName266470,descr927790
crsCode86228,deptId259157,crsName617631,descr902064
crsCode899676,deptId606701,crsName606507,descr191545
crsCode888408,deptId300573,crsName162514,descr871872
crsCode632365,deptId86363,crsName631675,descr18370
crsCode87167,deptId113404,crsName950324,descr474654
crsCode159107,deptId970079,crsName896782,descr161040
crsCode708082,deptId212218,crsName70245,descr761992
crsCode663705,deptId100671,crsName568574,descr8166
crsCode323149,deptId92074,crsName367689,descr803285
crsCode138877,deptId191338,crsName233861,descr428993
crsCode612256,deptId438761,crsName784771,descr489462
crsCode893197,deptId708410,crsName529090,descr525398
crsCode754857,deptId160286,crsName41273,descr950967
crsCode777466,deptId482355,crsName145780,descr401495
crsCode462234,deptId199098,crsName26838,descr586300
crsCode756104,deptId577859,crsName46141,descr963436
crsCode233305,deptId948919,crsName768578,descr724550
crsCode574860,deptId635138,crsName602335,descr845372
crsCode393082,deptId396955,crsName20652,descr923054
crsCode627692,deptId794993,crsName343746,descr370979
crsCode692167,deptId519667,crsName498560,descr147942
crsCode873506,deptId112444,crsName907628,descr998651
crsCode47032,deptId776986,crsName249905,descr118973
crsCode40313,deptId487034,crsName686278,descr437013
crsCode568699,deptId238641,crsName353264,descr820825
crsCode352654,deptId989609,crsName305502,descr48510
crsCode242732,deptId866854,crsName572273,descr468860
crsCode419599,deptId928564,crsName540895,descr986045
crsCode532957,deptId998895,crsName767853,descr26752
crsCode52351,deptId7727,crsName526873,descr288977
crsCode72207,deptId887118,crsName4826,descr584349
crsCode196527,deptId672662,crsName668543,descr597044
crsCode821815,deptId190604,crsName686260,descr580128
crsCode128134,deptId614547,crsName143012,descr872988
crsCode386426,deptId48319,crsName461816,descr759795
crsCode219258,deptId557559,crsName861309,descr477623
crsCode188592,deptId975942,crsName660195,descr566810
crsCode590740,deptId896958,crsName532065,descr271404
crsCode984932,deptId551369,crsName851958,descr100465
crsCode703600,deptId938509,crsName732363,descr876382
crsCode702865,deptId303547,crsName79605,descr676976
crsCode973690,deptId604981,crsName195542,descr684074
crsCode375782,deptId59994,crsName493091,descr583273
crsCode936881,deptId802607,crsName567167,descr299237
crsCode218499,deptId961451,crsName509702,descr92230
crsCode408551,deptId43807,crsName293991,descr315872
crsCode97657,deptId644672,crsName58537,descr509453
crsCode944830,deptId276306,crsName834958,descr70822
crsCode322766,deptId132595,crsName915156,descr400093
crsCode563628,deptId30338,crsName756504,descr700858
crsCode695862,deptId832554,crsName336662,descr999600
crsCode332791,deptId186830,crsName110987,descr503324
crsCode424538,deptId820691,crsName612283,descr141593
crsCode740026,deptId596100,crsName699023,descr278338
crsCode955092,deptId668134,crsName210710,descr26629
crsCode383518,deptId503898,crsName168620,descr119200
crsCode568945,deptId607080,crsName282360,descr239612
crsCode250337,deptId923886,crsName378703,descr47714
crsCode65901,deptId808164,crsName816822,descr699038
crsCode881042,deptId940874,crsName675076,descr30063
crsCode312890,deptId946289,crsName981542,descr237287
crsCode311953,deptId876387,crsName357373,descr280421
crsCode840633,deptId552113,crsName643618,descr482797
crsCode968339,deptId701847,crsName821321,descr561889
crsCode121470,deptId784525,crsName255043,descr401375
crsCode616412,deptId247917,crsName614237,descr923062
crsCode332175,deptId704315,crsName305766,descr692165
crsCode250116,deptId781078,crsName101326,descr290802
crsCode230693,deptId738042,crsName614634,descr132740
crsCode574386,deptId100912,crsName22676,descr928222
crsCode40170,deptId492691,crsName267824,descr705369
crsCode222947,deptId190334,crsName214921,descr811964
crsCode694713,deptId168151,crsName549081,descr611546
crsCode466595,deptId445683,crsName967463,descr143625
crsCode956449,deptId18469,crsName901387,descr238906
crsCode404177,deptId680614,crsName756941,descr173434
crsCode501026,deptId451746,crsName879084,descr508292
crsCode274783,deptId170717,crsName415674,descr712128
crsCode23341,deptId883520,crsName17572,descr9052
crsCode147152,deptId173700,crsName415632,descr235590
crsCode984743,deptId911482,crsName655583,descr815619
crsCode1336,deptId99892,crsName155666,descr28015
crsCode194662,deptId629779,crsName679560,descr45458
crsCode739647,deptId179183,crsName143333,descr793306
crsCode748978,deptId355100,crsName56719,descr210363
crsCode411742,deptId145887,crsName291922,descr878496
crsCode87813,deptId732013,crsName277156,descr472524
crsCode769631,deptId507036,crsName58562,descr234386
crsCode227787,deptId37417,crsName67513,descr585965
crsCode208160,deptId596197,crsName837504,descr852029
crsCode354850,deptId559868,crsName664642,descr216223
crsCode907728,deptId652963,crsName120826,descr313255
crsCode578907,deptId350750,crsName426808,descr743036
crsCode852273,deptId955435,crsName397248,descr318801
crsCode51830,deptId589134,crsName929105,descr677500
crsCode381396,deptId581370,crsName177219,descr849588
crsCode13481,deptId60761,crsName883722,descr554604
crsCode918303,deptId409592,crsName812695,descr610566
crsCode228954,deptId477842,crsName939869,descr539062
crsCode155914,deptId188535,crsName262065,descr894708
crsCode475487,deptId742873,crsName506314,descr499165
crsCode714204,deptId823027,crsName765352,descr610535
crsCode926149,deptId545303,crsName864146,descr684735
crsCode617010,deptId363602,crsName163447,descr433601
crsCode774598,deptId756029,crsName891958,descr456403
crsCode368569,deptId428515,crsName722169,descr736799
crsCode989392,deptId298954,crsName443260,descr427434
crsCode708271,deptId286240,crsName337580,descr201558
crsCode735813,deptId118084,crsName829354,descr178480
crsCode190117,deptId313901,crsName255982,descr75575
crsCode52469,deptId870715,crsName662024,descr734058
crsCode602111,deptId38680,crsName115970,descr98060
crsCode433445,deptId714251,crsName741858,descr746552
crsCode624689,deptId836441,crsName23244,descr873242
crsCode972106,deptId913048,crsName419780,descr293969
crsCode409987,deptId298321,crsName544528,descr649568
crsCode396366,deptId271761,crsName981883,descr396171
crsCode423822,deptId130316,crsName984310,descr277716
crsCode803018,deptId427439,crsName603290,descr436050
crsCode850557,deptId773825,crsName835721,descr876458
crsCode692042,deptId463284,crsName982450,descr279405
crsCode993548,deptId645646,crsName694194,descr305742
crsCode793548,deptId202863,crsName591704,descr64574
crsCode279884,deptId631102,crsName155009,descr594086
crsCode289152,deptId830452,crsName44770,descr576576
crsCode893788,deptId593605,crsName605348,descr348371
crsCode746632,deptId922150,crsName466410,descr655049
crsCode38577,deptId248511,crsName693422,descr761390
crsCode191545,deptId540655,crsName607881,descr627015
crsCode715150,deptId624950,crsName566673,descr129229
crsCode903192,deptId544964,crsName436188,descr476805
crsCode778124,deptId681947,crsName5667,descr845053
crsCode674462,deptId887011,crsName292099,descr906532
crsCode881811,deptId260298,crsName326044,descr489798
crsCode277876,deptId963349,crsName721244,descr210852
crsCode750558,deptId561224,crsName660310,descr292844
crsCode86519,deptId97198,crsName147532,descr426330
crsCode643451,deptId43142,crsName936588,descr592747
crsCode888244,deptId182282,crsName148341,descr747705
crsCode596360,deptId89309,crsName537691,descr571256
crsCode773868,deptId200976,crsName461376,descr671947
crsCode317815,deptId355664,crsName837827,descr371908
crsCode294417,deptId828400,crsName795285,descr911991
crsCode585482,deptId483727,crsName694757,descr21113
crsCode70215,deptId871462,crsName715294,descr817018
crsCode821399,deptId191920,crsName835526,descr529084
crsCode762915,deptId530230,crsName293255,descr927791
crsCode652150,deptId547275,crsName48235,descr625135
crsCode189679,deptId566400,crsName137673,descr422475
crsCode792268,deptId493179,crsName902815,descr402851
crsCode584107,deptId899768,crsName22166,descr496631
crsCode771976,deptId324736,crsName586153,descr880109
crsCode243979,deptId439715,crsName522427,descr463077
crsCode306282,deptId966181,crsName159893,descr624362
crsCode870780,deptId143541,crsName460988,descr278916
crsCode562460,deptId872024,crsName246379,descr771946
crsCode772022,deptId445541,crsName359666,descr595156
crsCode358769,deptId919017,crsName565931,descr976559
crsCode466169,deptId444906,crsName189076,descr779370
crsCode595623,deptId553481,crsName769678,descr90926
crsCode145936,deptId533185,crsName955761,descr764650
crsCode166311,deptId945484,crsName272842,descr646028
crsCode496463,deptId156772,crsName241394,descr866571
crsCode372546,deptId49447,crsName360780,descr144737
crsCode2967,deptId754579,crsName409626,descr34262
crsCode788083,deptId325041,crsName843388,descr905528
crsCode579471,deptId367823,crsName191943,descr259495
crsCode122273,deptId411941,crsName451134,descr67788
crsCode113130,deptId258329,crsName387632,descr253226
crsCode194523,deptId662686,crsName454125,descr372237
crsCode242341,deptId73015,crsName196134,descr516702
crsCode308124,deptId264218,crsName181280,descr390808
crsCode175174,deptId760367,crsName48277,descr217365
crsCode766854,deptId765240,crsName205991,descr198210
crsCode242784,deptId664074,crsName602370,descr842226
crsCode220328,deptId965241,crsName634509,descr690510
crsCode645260,deptId853586,crsName753292,descr448169
crsCode201914,deptId847041,crsName627605,descr546417
crsCode918831,deptId799443,crsName299628,descr599361
crsCode119966,deptId234838,crsName724414,descr395540
crsCode162297,deptId513629,crsName7350,descr146453
crsCode307934,deptId94368,crsName607744,descr660882
crsCode948641,deptId831872,crsName780248,descr549198
crsCode251186,deptId384167,crsName960782,descr41781
crsCode612395,deptId3150,crsName586648,descr413162
crsCode80505,deptId299480,crsName67539,descr756924
crsCode648868,deptId915036,crsName212056,descr54456
crsCode928508,deptId938112,crsName901751,descr769240
crsCode680354,deptId371648,crsName556691,descr838489
crsCode776752,deptId393934,crsName546906,descr494442
crsCode156934,deptId970836,crsName11934,descr14208
crsCode627186,deptId921621,crsName644053,descr62727
crsCode646651,deptId298801,crsName881386,descr751538
crsCode759050,deptId46471,crsName881469,descr289459
crsCode236726,deptId249780,crsName447358,descr315655
crsCode705130,deptId338426,crsName417441,descr459689
crsCode339829,deptId900093,crsName65598,descr581094
crsCode633518,deptId60455,crsName729737,descr517776
crsCode801794,deptId342506,crsName656425,descr16012
crsCode84901,deptId507767,crsName106951,descr64687
crsCode533536,deptId176980,crsName74117,descr425379
crsCode281778,deptId803175,crsName156825,descr212250
crsCode312898,deptId452850,crsName403889,descr1117
crsCode856746,deptId636752,crsName330313,descr99496
crsCode608375,deptId627277,crsName80704,descr731214
crsCode428621,deptId235361,crsName726792,descr795722
crsCode3624,deptId48267,crsName339062,descr117924
crsCode98493,deptId895559,crsName494649,descr30140
crsCode215998,deptId218987,crsName714087,descr175415
crsCode975677,deptId619300,crsName204467,descr37571
